State,District,Market,Commodity,Date,Arrival_Quantity,Arrival_Unit,Modal_Price,Price_Unit
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Apple,27-10-2025,0.05,Metric Tonnes,250,Rs./Quintal
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Apple,29-10-2025,3,Metric Tonnes,30000,Rs./Quintal
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Apple,30-10-2025,2,Metric Tonnes,25000,Rs./Quintal
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Apple,03-11-2025,3,Metric Tonnes,30000,Rs./Quintal
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Apple,04-11-2025,1,Metric Tonnes,15000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,16-12-2025,2.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,17-12-2025,1.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,18-12-2025,2,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,20-12-2025,2,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,21-12-2025,1.8,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,22-12-2025,2.6,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,23-12-2025,2.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,24-12-2025,1.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,25-12-2025,2,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,26-12-2025,2.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,27-12-2025,1.8,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,28-12-2025,2,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,29-12-2025,2.5,Metric Tonnes,14000,Rs./Quintal
Assam,Dhemaji,Silapathar APMC,Apple,30-12-2025,2.7,Metric Tonnes,14000,Rs./Quintal
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Apple,20-12-2025,0.8,Metric Tonnes,8000,Rs./Quintal
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Apple,23-12-2025,0.8,Metric Tonnes,10500,Rs./Quintal
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Apple,27-12-2025,0.8,Metric Tonnes,10500,Rs./Quintal
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Apple,30-12-2025,0.8,Metric Tonnes,10500,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,06-03-2025,20.43,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,07-03-2025,19.75,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,09-03-2025,35.29,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,11-03-2025,41.28,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,12-03-2025,29.15,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,13-03-2025,11.6,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,15-03-2025,4.29,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,18-03-2025,11.89,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,19-03-2025,15.4,Metric Tonnes,8000,Rs./Quintal
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Apple,20-03-2025,7.89,Metric Tonnes,8000,Rs./Quintal
